order_placed_at_utc,order_category,item_count,actual_delivery_time_minutes,estimated_delivery_time_lower_minutes,estimated_delivery_time_upper_minutes,venue_location_h3_index,customer_location_h3_index,courier_supply_index,precipitation,estimate_width,estimate_midpoint,h3_grid_distance,h3_distance_km,venue_friction_score,distance_x_weather
2022-02-01 09:20:00+00:00,Food delivery,4,56.56335258084077,40.0,50.0,881126d191fffff,881126d0b5fffff,1.93,0.5,10.0,45.0,4,2.0,3.7824719692268656,1.0
2022-02-01 09:22:00+00:00,Food delivery,1,25.803676553380107,15.0,35.0,881126d04dfffff,881126d04dfffff,1.92,0.5,20.0,25.0,0,0.0,2.8498242675484406,0.0
2022-02-01 09:23:00+00:00,Food delivery,3,53.717934790199955,35.0,45.0,881126d067fffff,881126d069fffff,1.9,0.5,10.0,40.0,2,1.0,3.0048864636146604,0.5
2022-02-01 09:24:00+00:00,Food delivery,1,59.73548485654813,30.0,40.0,881126d045fffff,881126d00dfffff,1.9,0.5,10.0,35.0,2,1.0,3.1448105359072636,0.5
2022-02-01 09:25:00+00:00,Food delivery,2,55.35215152324813,50.0,60.0,881126d33dfffff,881126d305fffff,1.9,0.5,10.0,55.0,2,1.0,4.064211153054159,0.5
2022-02-01 09:32:00+00:00,Food delivery,2,44.63501212561736,55.0,65.0,881126d311fffff,881126d353fffff,1.88,0.5,10.0,60.0,2,1.0,4.202151005748496,0.5
2022-02-01 09:36:00+00:00,Food delivery,11,95.27679936719484,40.0,50.0,881126d33dfffff,881126d33dfffff,1.87,0.5,10.0,45.0,0,0.0,4.064211153054159,0.0
2022-02-01 09:36:00+00:00,Food delivery,1,42.86718801376849,35.0,45.0,881126d191fffff,881126d197fffff,1.88,0.5,10.0,40.0,1,0.5,3.7824719692268656,0.25
2022-02-01 09:37:00+00:00,Food delivery,2,39.110132700494844,25.0,35.0,881126d305fffff,881126d305fffff,1.87,0.5,10.0,30.0,0,0.0,3.094238844546397,0.0
2022-02-01 09:38:00+00:00,Food delivery,1,74.15508171323934,40.0,50.0,881126d06dfffff,881126d06dfffff,1.86,0.5,10.0,45.0,0,0.0,4.261943734540301,0.0
2022-02-01 09:39:00+00:00,Food delivery,1,69.82767675330702,45.0,55.0,881126d219fffff,881126d253fffff,1.85,0.5,10.0,50.0,1,0.5,3.528376422250741,0.25
2022-02-01 09:39:00+00:00,Food delivery,3,43.686735126035856,55.0,65.0,881126d1c1fffff,881126d197fffff,1.84,0.5,10.0,60.0,6,3.0,3.175649837647823,1.5
2022-02-01 09:39:00+00:00,Food delivery,3,57.29434342000703,35.0,45.0,881126d06dfffff,881126d063fffff,1.85,0.5,10.0,40.0,2,1.0,4.261943734540301,0.5
2022-02-01 09:41:00+00:00,Food delivery,1,20.154193363497104,15.0,25.0,881126d33dfffff,881126d335fffff,1.83,0.5,10.0,20.0,1,0.5,4.064211153054159,0.25
2022-02-01 09:46:00+00:00,Food delivery,2,106.89116404283725,60.0,70.0,881126d221fffff,881126d229fffff,1.8,0.5,10.0,65.0,1,0.5,9.489583124086508,0.25
2022-02-01 09:47:00+00:00,Food delivery,6,92.21800320314804,35.0,45.0,881126d339fffff,881126d331fffff,1.78,0.5,10.0,40.0,1,0.5,4.229858866242744,0.25
2022-02-01 09:47:00+00:00,Food delivery,1,56.2509035916561,40.0,50.0,881126d263fffff,881126d267fffff,1.79,0.5,10.0,45.0,1,0.5,4.165419163810144,0.25
2022-02-01 09:47:00+00:00,Food delivery,1,78.3342369249561,50.0,60.0,881126d339fffff,881126d14bfffff,1.79,0.5,10.0,55.0,3,1.5,4.229858866242744,0.75
2022-02-01 09:48:00+00:00,Food delivery,4,67.57449737613724,20.0,30.0,881126d335fffff,881126d149fffff,1.8,0.5,10.0,25.0,1,0.5,3.250088634202888,0.25
2022-02-01 09:48:00+00:00,Food delivery,2,56.2342369249561,20.0,30.0,881126d061fffff,881126d061fffff,1.79,0.5,10.0,25.0,0,0.0,3.335974153569731,0.0
2022-02-01 09:50:00+00:00,Food delivery,2,75.11486063000088,40.0,50.0,881126d339fffff,881126d315fffff,1.81,0.5,10.0,45.0,1,0.5,4.229858866242744,0.25
2022-02-01 09:54:00+00:00,Food delivery,2,62.11486063000087,40.0,50.0,881126d191fffff,881126c35bfffff,1.81,0.5,10.0,45.0,4,2.0,3.7824719692268656,1.0
2022-02-01 09:56:00+00:00,Food delivery,1,96.4837994618428,50.0,60.0,881126d263fffff,881126d22bfffff,1.82,0.5,10.0,55.0,2,1.0,4.165419163810144,0.5
2022-02-01 09:58:00+00:00,Retail,1,42.19466540230713,20.0,30.0,881126d335fffff,881126d335fffff,1.84,0.5,10.0,25.0,0,0.0,3.250088634202888,0.0
2022-02-01 10:02:00+00:00,Food delivery,3,48.27654657546554,45.0,55.0,881126d191fffff,881126d1c3fffff,1.83,0.2,10.0,50.0,4,2.0,3.7824719692268656,0.4
2022-02-01 10:03:00+00:00,Food delivery,1,82.24116404283724,35.0,45.0,881126d22dfffff,881126d267fffff,1.8,0.2,10.0,40.0,1,0.5,5.9501694369041935,0.1
2022-02-01 10:03:00+00:00,Food delivery,1,65.10534354841919,30.0,40.0,881126d331fffff,881126d337fffff,1.82,0.2,10.0,35.0,1,0.5,4.688780331316055,0.1
2022-02-01 10:05:00+00:00,Food delivery,1,77.36072896380769,50.0,60.0,881126d339fffff,881126d307fffff,1.78,0.2,10.0,55.0,1,0.5,4.229858866242744,0.1
2022-02-01 10:05:00+00:00,Food delivery,3,38.887289748334936,40.0,50.0,881126d33dfffff,881126d32bfffff,1.77,0.2,10.0,45.0,1,0.5,4.064211153054159,0.1
2022-02-01 10:08:00+00:00,Food delivery,2,102.09421176157446,50.0,60.0,881126d331fffff,881126d15dfffff,1.75,0.2,10.0,55.0,2,1.0,4.688780331316055,0.2
2022-02-01 10:10:00+00:00,Food delivery,1,53.601092133745965,20.0,30.0,881126d06dfffff,881126d06dfffff,1.74,0.2,10.0,25.0,0,0.0,4.261943734540301,0.0
2022-02-01 10:18:00+00:00,Food delivery,1,68.7019311042736,25.0,35.0,881126d069fffff,881126d061fffff,1.73,0.2,10.0,30.0,1,0.5,3.909612260368141,0.1
2022-02-01 10:19:00+00:00,Food delivery,3,45.08442546704596,30.0,40.0,881126d345fffff,881126d36bfffff,1.74,0.2,10.0,35.0,1,0.5,4.4126751228498495,0.1
2022-02-01 10:22:00+00:00,Food delivery,1,100.46390212188224,40.0,50.0,881126d331fffff,881126d333fffff,1.76,0.2,10.0,45.0,1,0.5,4.688780331316055,0.1
2022-02-01 10:22:00+00:00,Food delivery,3,48.69054886879654,45.0,55.0,881126d191fffff,881126d197fffff,1.75,0.2,10.0,50.0,1,0.5,3.7824719692268656,0.1
2022-02-01 10:24:00+00:00,Food delivery,1,67.31072896380769,40.0,50.0,881126d339fffff,881126d333fffff,1.78,0.2,10.0,45.0,2,1.0,4.229858866242744,0.2
2022-02-01 10:26:00+00:00,Food delivery,2,59.820034145628355,40.0,50.0,881126d04dfffff,881126d045fffff,1.78,0.2,10.0,45.0,1,0.5,2.8498242675484406,0.1
2022-02-01 10:31:00+00:00,Food delivery,1,78.30840025791711,40.0,50.0,881126d33dfffff,881126d333fffff,1.78,0.2,10.0,45.0,2,1.0,4.064211153054159,0.2
2022-02-01 10:32:00+00:00,Food delivery,1,20.0009035916561,20.0,30.0,881126d1c1fffff,881126d1c1fffff,1.79,0.2,10.0,25.0,0,0.0,3.175649837647823,0.0
2022-02-01 10:36:00+00:00,Food delivery,2,22.148403309503426,30.0,40.0,881126d2a1fffff,881126d0c9fffff,1.77,0.2,10.0,35.0,2,1.0,1.8214081797021513,0.2
2022-02-01 10:37:00+00:00,Food delivery,2,83.99711694518969,35.0,45.0,881126d067fffff,881126d063fffff,1.76,0.2,10.0,40.0,1,0.5,3.0048864636146604,0.1
2022-02-01 10:40:00+00:00,Food delivery,1,69.35109213374595,15.0,25.0,881126d069fffff,881126d063fffff,1.74,0.2,10.0,20.0,2,1.0,3.909612260368141,0.2
2022-02-01 10:42:00+00:00,Food delivery,4,77.78775288209452,45.0,55.0,881126d2e5fffff,881126d2ebfffff,1.73,0.2,10.0,50.0,2,1.0,7.610750269540484,0.2
2022-02-01 10:43:00+00:00,Food delivery,1,39.44104543267236,40.0,50.0,881126d067fffff,881126d067fffff,1.72,0.2,10.0,45.0,0,0.0,3.0048864636146604,0.0
2022-02-01 10:50:00+00:00,Food delivery,1,59.33344588244366,40.0,50.0,881126d32bfffff,881126d361fffff,1.71,0.2,10.0,45.0,3,1.5,6.35361869280684,0.30000000000000004
2022-02-01 10:51:00+00:00,Food delivery,2,85.97760194255544,35.0,45.0,881126d22dfffff,881126d267fffff,1.71,0.2,10.0,40.0,1,0.5,5.9501694369041935,0.1
2022-02-01 10:54:00+00:00,Retail,1,1.0788290168031385,5.0,20.0,881126d04dfffff,881126d04dfffff,1.73,0.2,15.0,12.5,0,0.0,2.8498242675484406,0.0
2022-02-01 10:54:00+00:00,Food delivery,2,72.55395641493493,45.0,55.0,881126d307fffff,881126d303fffff,1.77,0.2,10.0,50.0,1,0.5,3.2052688715229807,0.1
2022-02-01 10:59:00+00:00,Food delivery,1,42.07598784741716,20.0,30.0,881126d331fffff,881126d331fffff,1.79,0.2,10.0,25.0,0,0.0,4.688780331316055,0.0
2022-02-01 11:00:00+00:00,Retail,15,11.792214020970706,30.0,40.0,881126d363fffff,881126d305fffff,1.81,0.8,10.0,35.0,1,0.5,2.700118072290982,0.4
2022-02-01 11:01:00+00:00,Food delivery,2,78.58867688181918,50.0,60.0,881126d219fffff,881126d203fffff,1.82,0.8,10.0,55.0,2,1.0,3.528376422250741,0.8
2022-02-01 11:03:00+00:00,Food delivery,3,57.49765912048438,20.0,30.0,881126d339fffff,881126d339fffff,1.82,0.8,10.0,25.0,0,0.0,4.229858866242744,0.0
2022-02-01 11:05:00+00:00,Food delivery,1,61.17418595775681,20.0,30.0,881126d061fffff,881126d06dfffff,1.82,0.8,10.0,25.0,1,0.5,3.335974153569731,0.4
2022-02-01 11:11:00+00:00,Food delivery,1,24.834610048301027,35.0,45.0,881126d2a5fffff,881126d05bfffff,1.81,0.8,10.0,40.0,2,1.0,7.052630748085973,0.8
2022-02-01 11:15:00+00:00,Food delivery,1,57.09521861976073,20.0,30.0,881126c353fffff,881126c353fffff,1.79,0.8,10.0,25.0,0,0.0,2.1478985160535036,0.0
2022-02-01 11:19:00+00:00,Food delivery,1,52.075299814800665,40.0,50.0,881126d305fffff,881126d347fffff,1.8,0.8,10.0,45.0,2,1.0,3.094238844546397,0.8
2022-02-01 11:25:00+00:00,Food delivery,4,58.22449737613724,35.0,45.0,881126d211fffff,881126d257fffff,1.8,0.8,10.0,40.0,2,1.0,4.332399392946543,0.8
2022-02-01 11:33:00+00:00,Food delivery,5,46.49116404283725,50.0,60.0,881126d331fffff,881126d06dfffff,1.8,0.8,10.0,55.0,2,1.0,4.688780331316055,0.8
2022-02-01 11:38:00+00:00,Food delivery,2,57.39819396340087,45.0,55.0,881126d331fffff,881126d335fffff,1.81,0.8,10.0,50.0,1,0.5,4.688780331316055,0.4
2022-02-01 11:42:00+00:00,Food delivery,3,43.58152729670087,45.0,55.0,881126d191fffff,881126c35bfffff,1.81,0.8,10.0,50.0,4,2.0,3.7824719692268656,1.6
2022-02-01 11:47:00+00:00,Food delivery,1,17.85783070953725,5.0,15.0,881126d331fffff,881126d331fffff,1.8,0.8,10.0,10.0,0,0.0,4.688780331316055,0.0
2022-02-01 11:50:00+00:00,Food delivery,1,36.64116404283725,20.0,30.0,881126d331fffff,881126d33dfffff,1.8,0.8,10.0,25.0,1,0.5,4.688780331316055,0.4
2022-02-01 11:55:00+00:00,Food delivery,1,30.106167461959245,35.0,45.0,881126d307fffff,881126d32bfffff,1.8,0.8,10.0,40.0,1,0.5,3.2052688715229807,0.4
2022-02-01 11:56:00+00:00,Food delivery,3,65.40783070953725,40.0,50.0,881126d263fffff,881126d201fffff,1.8,0.8,10.0,45.0,2,1.0,4.165419163810144,0.8
2022-02-01 12:01:00+00:00,Retail,24,71.32877224594502,50.0,60.0,881126d209fffff,881126d24bfffff,1.81,0.4,10.0,55.0,2,1.0,2.2571935533680394,0.4
2022-02-01 12:02:00+00:00,Food delivery,1,14.305343548419186,5.0,10.0,881126d04dfffff,881126d04dfffff,1.82,0.4,5.0,7.5,0,0.0,2.8498242675484406,0.0
2022-02-01 12:07:00+00:00,Retail,34,74.48867688181917,70.0,80.0,881126d221fffff,881126d043fffff,1.82,0.4,10.0,75.0,4,2.0,9.489583124086508,0.8
2022-02-01 12:09:00+00:00,Food delivery,1,32.855343548419185,40.0,50.0,881126d33dfffff,881126d333fffff,1.82,0.4,10.0,45.0,2,1.0,4.064211153054159,0.4
2022-02-01 12:17:00+00:00,Food delivery,2,36.478022057287795,40.0,50.0,881126d067fffff,881126d00dfffff,1.82,0.4,10.0,45.0,2,1.0,3.0048864636146604,0.4
2022-02-01 12:26:00+00:00,Food delivery,2,41.7988719755361,30.0,40.0,881126d1ebfffff,881126d117fffff,1.81,0.4,10.0,35.0,2,1.0,3.9511384302407677,0.4
2022-02-01 12:31:00+00:00,Food delivery,1,18.27147588288676,25.0,35.0,881126d06bfffff,881126d045fffff,1.8,0.4,10.0,30.0,1,0.5,2.9742945567361363,0.2
2022-02-01 12:47:00+00:00,Food delivery,4,27.164860630000867,30.0,40.0,881126d04dfffff,881126d04dfffff,1.81,0.4,10.0,35.0,0,0.0,2.8498242675484406,0.0
2022-02-01 12:53:00+00:00,Food delivery,2,52.45534354841919,25.0,35.0,881126d307fffff,881126d30bfffff,1.82,0.4,10.0,30.0,2,1.0,3.2052688715229807,0.4
2022-02-01 12:54:00+00:00,Food delivery,1,22.694343420007023,20.0,30.0,881126d06bfffff,881126d061fffff,1.85,0.4,10.0,25.0,1,0.5,2.9742945567361363,0.2
2022-02-01 12:54:00+00:00,Food delivery,1,20.44596285690121,20.0,30.0,881126d345fffff,881126d369fffff,1.83,0.4,10.0,25.0,1,0.5,4.4126751228498495,0.2
2022-02-01 12:58:00+00:00,Food delivery,2,55.88285884448605,40.0,50.0,881126d331fffff,881126d061fffff,1.88,0.4,10.0,45.0,3,1.5,4.688780331316055,0.6000000000000001
2022-02-01 13:08:00+00:00,Food delivery,2,23.98700988668011,30.0,40.0,881126d337fffff,881126d06dfffff,1.92,0.0,10.0,35.0,2,1.0,4.805924611834386,0.0
2022-02-01 13:09:00+00:00,Food delivery,2,25.2165239745362,35.0,45.0,881126d06bfffff,881126d33bfffff,1.95,0.0,10.0,40.0,3,1.5,2.9742945567361363,0.0
2022-02-01 13:14:00+00:00,Food delivery,1,15.904511692404384,15.0,25.0,881126d301fffff,881126d305fffff,1.97,0.0,10.0,20.0,1,0.5,3.208926676738345,0.0
2022-02-01 13:15:00+00:00,Food delivery,2,39.11570496800555,20.0,30.0,881126d061fffff,881126d069fffff,1.98,0.0,10.0,25.0,1,0.5,3.335974153569731,0.0
2022-02-01 13:16:00+00:00,Food delivery,1,44.58921880943718,25.0,35.0,881126d053fffff,881126d017fffff,2.0,0.0,10.0,30.0,3,1.5,2.5624253730316258,0.0
2022-02-01 13:16:00+00:00,Food delivery,2,21.164313649261764,25.0,35.0,881126d069fffff,881126d045fffff,2.02,0.0,10.0,30.0,1,0.5,3.909612260368141,0.0
2022-02-01 13:31:00+00:00,Retail,4,27.46959191778398,35.0,45.0,881126d331fffff,881126d335fffff,2.06,0.0,10.0,40.0,1,0.5,4.688780331316055,0.0
2022-02-01 13:33:00+00:00,Food delivery,1,31.252925251083976,20.0,30.0,881126d347fffff,881126d36bfffff,2.06,0.0,10.0,25.0,1,0.5,3.875933984265193,0.0
2022-02-01 13:33:00+00:00,Food delivery,2,27.517862591625708,25.0,35.0,881126d159fffff,881126d333fffff,2.07,0.0,10.0,30.0,1,0.5,2.9797552725944474,0.0
2022-02-01 13:34:00+00:00,Food delivery,4,33.886258584483976,35.0,45.0,881126d191fffff,881126c351fffff,2.06,0.0,10.0,40.0,5,2.5,3.7824719692268656,0.0
2022-02-01 13:52:00+00:00,Food delivery,1,58.03234511569917,50.0,60.0,881126d307fffff,881126d26bfffff,2.11,0.0,10.0,55.0,8,4.0,3.2052688715229807,0.0
2022-02-01 13:54:00+00:00,Food delivery,1,17.348832059306616,25.0,35.0,881126d061fffff,881126d063fffff,2.1,0.0,10.0,30.0,1,0.5,3.335974153569731,0.0
2022-02-01 14:01:00+00:00,Food delivery,4,38.299011782299175,55.0,65.0,881126d339fffff,881126d06bfffff,2.11,0.0,10.0,60.0,4,2.0,4.229858866242744,0.0
2022-02-01 14:02:00+00:00,Food delivery,2,48.484198988231725,45.0,55.0,881126d331fffff,881126d315fffff,2.13,0.0,10.0,50.0,2,1.0,4.688780331316055,0.0
2022-02-01 14:04:00+00:00,Food delivery,5,32.58808748295467,40.0,50.0,881126d20dfffff,881126d207fffff,2.15,0.0,10.0,45.0,2,1.0,5.725211529353484,0.0
2022-02-01 14:06:00+00:00,Food delivery,3,21.714497598185957,35.0,45.0,881126d04dfffff,881126d227fffff,2.18,0.0,10.0,40.0,1,0.5,2.8498242675484406,0.0
2022-02-01 14:08:00+00:00,Food delivery,1,56.46830488557403,45.0,55.0,881126d191fffff,881126d0bdfffff,2.22,0.0,10.0,50.0,4,2.0,3.7824719692268656,0.0
2022-02-01 14:09:00+00:00,Food delivery,2,36.22285761998781,30.0,40.0,881126d0a9fffff,881126d0a5fffff,2.27,0.0,10.0,35.0,2,1.0,3.108744976203293,0.0
2022-02-01 14:09:00+00:00,Food delivery,1,25.389383153528705,35.0,45.0,881126d06bfffff,881126d225fffff,2.25,0.0,10.0,40.0,4,2.0,2.9742945567361363,0.0
2022-02-01 14:16:00+00:00,Food delivery,1,55.1964516978169,35.0,45.0,881126c249fffff,881126c259fffff,2.31,0.0,10.0,40.0,3,1.5,3.038948773772742,0.0
2022-02-01 14:18:00+00:00,Food delivery,5,45.15790157805483,25.0,35.0,881126d311fffff,881126d353fffff,2.32,0.0,10.0,30.0,2,1.0,4.202151005748496,0.0
2022-02-01 14:20:00+00:00,Food delivery,1,37.345562913834826,25.0,35.0,881126d06dfffff,881126d317fffff,2.35,0.0,10.0,30.0,1,0.5,4.261943734540301,0.0
2022-02-01 14:25:00+00:00,Food delivery,2,48.45674914158971,40.0,50.0,881126d339fffff,881126d335fffff,2.37,0.0,10.0,45.0,2,1.0,4.229858866242744,0.0
2022-02-01 14:25:00+00:00,Food delivery,2,51.35344658739747,40.0,50.0,881126d1c1fffff,881126d0cdfffff,2.39,0.0,10.0,45.0,7,3.5,3.175649837647823,0.0
2022-02-01 14:27:00+00:00,Retail,11,46.66896840805104,40.0,50.0,881126d209fffff,881126d20bfffff,2.41,0.0,10.0,45.0,1,0.5,2.2571935533680394,0.0
2022-02-01 14:30:00+00:00,Food delivery,1,24.97124394353777,30.0,40.0,881126d307fffff,881126d307fffff,2.44,0.0,10.0,35.0,0,0.0,3.2052688715229807,0.0
2022-02-01 14:31:00+00:00,Food delivery,1,23.0815813964281,35.0,45.0,881126d069fffff,881126d065fffff,2.48,0.0,10.0,40.0,2,1.0,3.909612260368141,0.0
2022-02-01 14:31:00+00:00,Food delivery,3,36.70871560852717,35.0,45.0,881126d057fffff,881126d051fffff,2.46,0.0,10.0,40.0,1,0.5,1.1966663505961823,0.0
2022-02-01 14:32:00+00:00,Food delivery,3,21.373140658971764,25.0,35.0,881126d191fffff,881126d199fffff,2.5,0.0,10.0,30.0,1,0.5,3.7824719692268656,0.0
2022-02-01 14:36:00+00:00,Food delivery,1,25.189199957628126,25.0,35.0,881126d339fffff,881126d33dfffff,2.53,0.0,10.0,30.0,1,0.5,4.229858866242744,0.0
2022-02-01 14:37:00+00:00,Food delivery,2,45.03919995762813,10.0,20.0,881126c35bfffff,881126c353fffff,2.53,0.0,10.0,15.0,1,0.5,2.2674354399589456,0.0
2022-02-01 14:38:00+00:00,Retail,21,33.489199957628124,40.0,50.0,881126d04dfffff,881126d23dfffff,2.53,0.0,10.0,45.0,3,1.5,2.8498242675484406,0.0
2022-02-01 14:46:00+00:00,Food delivery,1,20.005866624328124,30.0,40.0,881126d06bfffff,881126d061fffff,2.53,0.0,10.0,35.0,1,0.5,2.9742945567361363,0.0
2022-02-01 14:47:00+00:00,Retail,27,82.92800242853839,65.0,75.0,881126d209fffff,8808996d67fffff,2.51,0.0,10.0,70.0,4,2.0,2.2571935533680394,0.0
2022-02-01 14:50:00+00:00,Food delivery,1,22.985443225947655,30.0,40.0,881126d33dfffff,881126d33dfffff,2.49,0.0,10.0,35.0,0,0.0,4.064211153054159,0.0
2022-02-01 14:55:00+00:00,Retail,17,34.45260585571129,45.0,55.0,881126d18bfffff,881126d1c1fffff,2.4,0.0,10.0,50.0,3,1.5,8.382900180684478,0.0
2022-02-01 14:55:00+00:00,Food delivery,5,33.339720149849164,35.0,45.0,881126d20dfffff,881126d22bfffff,2.45,0.0,10.0,40.0,2,1.0,5.725211529353484,0.0
2022-02-01 14:57:00+00:00,Food delivery,8,29.2048268021505,25.0,35.0,881126d0a9fffff,881126d0adfffff,2.38,0.0,10.0,30.0,1,0.5,3.108744976203293,0.0
2022-02-01 15:00:00+00:00,Food delivery,2,34.61222958043483,35.0,45.0,881126d061fffff,881126d317fffff,2.35,0.0,10.0,40.0,2,1.0,3.335974153569731,0.0
